tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_004335-T1_mrna	L0F63_004335	52.284645	116.906519	27.306581	111.943927	49.592689	42.523573
gnl|WGS:JAKSZP|L0F63_004352-T1_mrna	L0F63_004352	112.057106	187.698443	23.094221	158.493304	98.653523	70.504867
unassigned_transcript_958	L0F63_004360	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004413-T1_mrna	L0F63_004413	84.854008	122.810364	63.296877	91.49311	60.851166	42.408291
gnl|WGS:JAKSZP|L0F63_004414-T1_mrna	L0F63_004414	0.263805	0	0	0.202257	0	0.276178
unassigned_transcript_959	L0F63_004423	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004446-T1_mrna	L0F63_004446	30.921676	57.53402	13.242346	50.973321	24.861479	24.192391
gnl|WGS:JAKSZP|L0F63_004456-T1_mrna	L0F63_004456	44.798041	51.476222	36.340698	55.05456	41.422149	46.083484
unassigned_transcript_960	L0F63_004457	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004463-T1_mrna	L0F63_004463	23.304457	97.754755	8.520171	82.361889	27.053233	13.84251
gnl|WGS:JAKSZP|L0F63_004464-T1_mrna	L0F63_004464	254.548456	396.364925	160.762658	194.08494	230.348638	225.222256
gnl|WGS:JAKSZP|L0F63_004498-T1_mrna	L0F63_004498	80.525239	107.087653	208.449723	121.55979	82.763372	96.677978
gnl|WGS:JAKSZP|L0F63_004512-T1_mrna	L0F63_004512	33.404896	68.45519	13.966128	48.141394	32.685599	25.624103
unassigned_transcript_961	L0F63_004532	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004536-T1_mrna	L0F63_004536	11.420187	19.712557	22.225376	15.418831	13.553878	11.679292
gnl|WGS:JAKSZP|L0F63_004545-T1_mrna	L0F63_004545	473.087719	162.586424	712.727626	139.086084	550.0589	667.549097
unassigned_transcript_962	L0F63_004546	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004564-T1_mrna	L0F63_004564	40.940215	60.383678	11.163708	56.330333	30.390102	35.151921
gnl|WGS:JAKSZP|L0F63_004565-T1_mrna	L0F63_004565	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004569-T1_mrna	L0F63_004569	67.847413	78.348565	46.855228	74.651675	71.881693	63.285601
gnl|WGS:JAKSZP|L0F63_004587-T1_mrna	L0F63_004587	60.237546	100.329663	25.284434	111.787811	85.086488	51.385283
unassigned_transcript_963	L0F63_004601	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004608-T1_mrna	L0F63_004608	27.064694	75.257231	15.923948	61.347283	20.974041	20.235539
unassigned_transcript_964	L0F63_004617	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004631-T1_mrna	L0F63_004631	0	0	0.992447	0	0.431052	0
gnl|WGS:JAKSZP|L0F63_004640-T1_mrna	L0F63_004640	0	0	0	0.261783	0	0
gnl|WGS:JAKSZP|L0F63_004650-T1_mrna	L0F63_004650	3.899976	9.746992	3.106608	8.737662	4.926842	3.24624
gnl|WGS:JAKSZP|L0F63_004685-T1_mrna	L0F63_004685	76.629387	41.022405	185.024929	49.741421	87.955871	132.101437
unassigned_transcript_965	L0F63_004691	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004692-T1_mrna	L0F63_004692	464.65089	441.496998	466.373841	324.217468	504.883196	419.82947
unassigned_transcript_966	L0F63_004697	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004709-T1_mrna	L0F63_004709	3.830354	0.596863	7.802355	6.142405	3.099216	5.493865
gnl|WGS:JAKSZP|L0F63_004717-T1_mrna	L0F63_004717	197.784559	254.403302	99.416978	208.088441	154.861026	194.45432
gnl|WGS:JAKSZP|L0F63_004735-T1_mrna	L0F63_004735	27.287207	43.874125	18.644852	45.360073	49.740064	40.028503
gnl|WGS:JAKSZP|L0F63_004747-T1_mrna	L0F63_004747	384.935355	268.560806	596.177471	211.893907	405.507249	450.86407
gnl|WGS:JAKSZP|L0F63_004750-T1_mrna	L0F63_004750	415.751779	339.794496	296.661249	387.837075	656.332812	363.138815
unassigned_transcript_967	L0F63_004756	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004760-T1_mrna	L0F63_004760	0	0	0	0.105691	0	0
unassigned_transcript_968	L0F63_004788	0	0	0	0	0	0
unassigned_transcript_969	L0F63_004823	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004831-T1_mrna	L0F63_004831	101.515073	71.244169	231.934114	54.161675	154.922849	137.021201
gnl|WGS:JAKSZP|L0F63_004836-T1_mrna	L0F63_004836	132.180853	485.00108	204.258145	658.195288	158.694803	108.487077
gnl|WGS:JAKSZP|L0F63_004850-T1_mrna	L0F63_004850	67.821402	116.350249	4.810193	83.300251	18.572773	12.42921
unassigned_transcript_970	L0F63_004851	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004864-T1_mrna	L0F63_004864	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004872-T1_mrna	L0F63_004872	7.991316	30.385341	1.753542	24.82013	3.280472	2.371393
gnl|WGS:JAKSZP|L0F63_004873-T1_mrna	L0F63_004873	151.309302	145.439249	309.780607	176.661056	296.13477	175.657166
gnl|WGS:JAKSZP|L0F63_004874-T1_mrna	L0F63_004874	28.254899	61.490947	12.479643	43.835667	24.011741	27.650169
gnl|WGS:JAKSZP|L0F63_004885-T1_mrna	L0F63_004885	28.84362	42.193393	11.72578	33.439039	32.869621	18.64197
unassigned_transcript_971	L0F63_004898	0	0	0	0	0	0
unassigned_transcript_972	L0F63_004899	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004906-T1_mrna	L0F63_004906	86.828444	105.144357	36.732019	98.854897	74.392696	66.966995
gnl|WGS:JAKSZP|L0F63_004918-T1_mrna	L0F63_004918	95.526221	37.286304	5.589278	153.345143	3.148238	8.473271
gnl|WGS:JAKSZP|L0F63_004919-T1_mrna	L0F63_004919	2418.49988	4.502263	3690.756663	6.806253	4503.887012	4611.104377
gnl|WGS:JAKSZP|L0F63_004928-T1_mrna	L0F63_004928	28.561841	55.394851	8.156963	50.900231	12.048723	21.937891
unassigned_transcript_973	L0F63_004929	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004934-T1_mrna	L0F63_004934	155.234381	361.736896	141.896036	269.448831	164.809182	121.496601
gnl|WGS:JAKSZP|L0F63_004968-T1_mrna	L0F63_004968	35.391223	80.884173	10.396019	118.937933	7.086916	10.030472
gnl|WGS:JAKSZP|L0F63_004976-T1_mrna	L0F63_004976	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004990-T1_mrna	L0F63_004990	0	0	0	0	0	0
unassigned_transcript_974	L0F63_004991	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004997-T1_mrna	L0F63_004997	380.856606	198.551777	506.773057	204.982008	555.554338	479.850355
gnl|WGS:JAKSZP|L0F63_004998-T1_mrna	L0F63_004998	783.726594	6.692536	1143.650989	1.057709	1039.985135	1380.145997
gnl|WGS:JAKSZP|L0F63_005026-T1_mrna	L0F63_005026	55.290505	151.382718	18.205932	200.509261	44.503724	30.550757
unassigned_transcript_975	L0F63_005064	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005070-T1_mrna	L0F63_005070	54.152111	78.496507	61.283862	86.06676	69.967533	81.914754
gnl|WGS:JAKSZP|L0F63_005071-T1_mrna	L0F63_005071	0	0	0	0	0	0
unassigned_transcript_976	L0F63_005094	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005115-T1_mrna	L0F63_005115	89.477586	216.191551	26.577186	249.315284	38.743802	48.330323
gnl|WGS:JAKSZP|L0F63_005136-T1_mrna	L0F63_005136	4.060261	10.431686	0	15.529597	3.642373	2.14616
gnl|WGS:JAKSZP|L0F63_005141-T1_mrna	L0F63_005141	75.530218	214.414871	21.802463	259.523523	43.821456	56.528415
gnl|WGS:JAKSZP|L0F63_005158-T1_mrna	L0F63_005158	10.705913	25.288188	4.934521	18.660899	15.613913	7.084329
gnl|WGS:JAKSZP|L0F63_005165-T1_mrna	L0F63_005165	73.176702	121.010156	62.607994	78.498836	82.184222	85.9179
unassigned_transcript_977	L0F63_005194	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005209-T1_mrna	L0F63_005209	38.008437	47.343929	28.189968	33.009932	45.338539	32.789301
unassigned_transcript_978	L0F63_005228	0	0	0	0	0	0
unassigned_transcript_979	L0F63_005229	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005238-T1_mrna	L0F63_005238	1885.148804	107.43342	5301.654748	100.334416	1525.682181	2321.565272
gnl|WGS:JAKSZP|L0F63_005249-T1_mrna	L0F63_005249	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005268-T1_mrna	L0F63_005268	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005285-T1_mrna	L0F63_005285	12.692568	29.113938	0	2.114634	0.651462	0.383164
unassigned_transcript_980	L0F63_005305	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005306-T1_mrna	L0F63_005306	61.657235	119.595579	52.094281	91.617717	70.219897	64.3512
gnl|WGS:JAKSZP|L0F63_005316-T1_mrna	L0F63_005316	6.195874	15.287784	3.654605	17.97429	5.876236	6.326985
gnl|WGS:JAKSZP|L0F63_005328-T1_mrna	L0F63_005328	215.266996	270.685008	229.466041	249.111222	239.28372	241.764922
unassigned_transcript_981	L0F63_005368	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005411-T1_mrna	L0F63_005411	0	0.18992	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005412-T1_mrna	L0F63_005412	274.801977	242.682252	317.431569	227.066539	249.289702	243.861288
gnl|WGS:JAKSZP|L0F63_005454-T1_mrna	L0F63_005454	21.134296	108.862429	12.668972	102.952651	35.114281	24.871473
gnl|WGS:JAKSZP|L0F63_005472-T1_mrna	L0F63_005472	4.283508	3.668511	4.297115	8.194621	0	2.261545
gnl|WGS:JAKSZP|L0F63_005473-T1_mrna	L0F63_005473	160.058993	231.305691	63.056087	271.470108	117.090092	107.372746
unassigned_transcript_982	L0F63_005528	0	0	0	0	0	0
unassigned_transcript_983	L0F63_005542	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005550-T1_mrna	L0F63_005550	94.976469	72.349794	57.949721	84.194156	123.727577	104.493525
gnl|WGS:JAKSZP|L0F63_005554-T1_mrna	L0F63_005554	196.497902	331.187759	63.604198	383.17494	159.164463	133.924501
gnl|WGS:JAKSZP|L0F63_005561-T1_mrna	L0F63_005561	39.156464	48.626349	13.788022	41.045897	30.480392	24.586643
gnl|WGS:JAKSZP|L0F63_005573-T1_mrna	L0F63_005573	59.450836	78.289585	75.822352	104.107661	77.126652	51.693196
gnl|WGS:JAKSZP|L0F63_005603-T1_mrna	L0F63_005603	13.605003	27.793083	2.606363	25.377801	7.784163	6.557988
gnl|WGS:JAKSZP|L0F63_005627-T1_mrna	L0F63_005627	55.169579	49.42979	5.468599	42.753055	29.542522	39.497908
gnl|WGS:JAKSZP|L0F63_005635-T1_mrna	L0F63_005635	32.418204	215.761292	5.620504	49.461395	0	0
gnl|WGS:JAKSZP|L0F63_005652-T1_mrna	L0F63_005652	46.420097	143.488218	9.844059	126.184096	30.735006	29.874757
gnl|WGS:JAKSZP|L0F63_005665-T1_mrna	L0F63_005665	7.70903	33.045354	1.568798	26.018951	6.181843	8.93569
gnl|WGS:JAKSZP|L0F63_005673-T1_mrna	L0F63_005673	136.368954	277.184385	156.017492	260.467385	131.570946	139.516367
gnl|WGS:JAKSZP|L0F63_005678-T1_mrna	L0F63_005678	25.67279	24.563011	6.181364	17.612507	18.563139	21.854711
gnl|WGS:JAKSZP|L0F63_005752-T1_mrna	L0F63_005752	381.515426	1529.283302	241.632137	1895.053112	389.439952	285.751372
gnl|WGS:JAKSZP|L0F63_005760-T1_mrna	L0F63_005760	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005776-T1_mrna	L0F63_005776	25.677154	51.110714	17.57925	46.618083	32.775728	24.035442
unassigned_transcript_984	L0F63_005802	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005812-T1_mrna	L0F63_005812	38.808397	100.601723	22.764744	83.465068	29.838424	31.233983
unassigned_transcript_985	L0F63_005836	0	0	0	0	0	0
unassigned_transcript_986	L0F63_005866	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005867-T1_mrna	L0F63_005867	3.184951	732.959102	1.134538	151.616135	3.917386	0
gnl|WGS:JAKSZP|L0F63_005927-T1_mrna	L0F63_005927	74.477718	124.281006	131.271204	75.78212	116.934588	90.808114
gnl|WGS:JAKSZP|L0F63_005932-T1_mrna	L0F63_005932	108.890095	104.827823	69.14163	98.970362	83.954913	92.826962
gnl|WGS:JAKSZP|L0F63_005933-T1_mrna	L0F63_005933	121.185249	128.364189	81.122884	98.693666	118.490843	126.447753
gnl|WGS:JAKSZP|L0F63_005965-T1_mrna	L0F63_005965	135.80503	193.524451	103.038389	161.66001	182.004519	130.732325
gnl|WGS:JAKSZP|L0F63_005971-T1_mrna	L0F63_005971	0.173281	0.592914	0	1.195121	37.727617	0
unassigned_transcript_987	L0F63_005980	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005996-T1_mrna	L0F63_005996	0	0	0	0	0	0
unassigned_transcript_988	L0F63_006008	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006018-T1_mrna	L0F63_006018	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006019-T1_mrna	L0F63_006019	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006020-T1_mrna	L0F63_006020	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006030-T1_mrna	L0F63_006030	380.173072	144.359401	262.76039	76.005577	185.826937	368.80888
gnl|WGS:JAKSZP|L0F63_006036-T1_mrna	L0F63_006036	23.444297	27.64313	11.758282	31.537908	10.454093	27.59059
gnl|WGS:JAKSZP|L0F63_006066-T1_mrna	L0F63_006066	2077.132969	0.717236	4201.212839	1.281396	2134.910435	3004.209141
unassigned_transcript_989	L0F63_006074	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006103-T1_mrna	L0F63_006103	62.668864	214.355797	51.591847	194.017411	43.187597	37.455224
gnl|WGS:JAKSZP|L0F63_006108-T1_mrna	L0F63_006108	5.015274	16.506828	1.244702	18.399552	2.95713	2.842999
gnl|WGS:JAKSZP|L0F63_006147-T1_mrna	L0F63_006147	5.839749	8.391547	2.131905	10.710584	7.392369	3.481137
gnl|WGS:JAKSZP|L0F63_006158-T1_mrna	L0F63_006158	779.880969	31.943973	737.648308	36.945219	160.247282	127.613264
gnl|WGS:JAKSZP|L0F63_006165-T1_mrna	L0F63_006165	41.155962	91.920328	27.887492	61.744559	45.651967	34.694573
unassigned_transcript_990	L0F63_006201	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006202-T1_mrna	L0F63_006202	157.779219	262.992128	204.087498	234.723374	216.837876	163.245548
gnl|WGS:JAKSZP|L0F63_006203-T1_mrna	L0F63_006203	32.631683	94.60963	18.347557	81.15826	38.842912	26.854584
gnl|WGS:JAKSZP|L0F63_006210-T1_mrna	L0F63_006210	28.69012	53.13975	17.034419	49.191672	36.605611	29.858348
unassigned_transcript_991	L0F63_006220	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006300-T1_mrna	L0F63_006300	70.289152	20.032939	111.820962	15.844983	68.716675	97.939708
gnl|WGS:JAKSZP|L0F63_006311-T1_mrna	L0F63_006311	2.191541	6.391063	1.781912	9.41696	0.782138	0
gnl|WGS:JAKSZP|L0F63_006312-T1_mrna	L0F63_006312	0.992948	4.259873	0	3.803247	0	0
unassigned_transcript_992	L0F63_006321	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006347-T1_mrna	L0F63_006347	0.180857	4.33219	0	0.138603	0	0
gnl|WGS:JAKSZP|L0F63_006351-T1_mrna	L0F63_006351	8.766926	23.624015	12.245212	18.013655	13.384373	7.444973
gnl|WGS:JAKSZP|L0F63_006358-T1_mrna	L0F63_006358	53.656959	126.369778	22.881983	119.164629	35.477893	44.256731
gnl|WGS:JAKSZP|L0F63_006374-T1_mrna	L0F63_006374	307.0144	465.186309	122.716567	509.905194	306.433652	225.929241
gnl|WGS:JAKSZP|L0F63_006375-T1_mrna	L0F63_006375	18.161072	43.610865	13.219562	23.485584	23.789322	17.92566
unassigned_transcript_993	L0F63_006378	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006534-T1_mrna	L0F63_006534	90.977788	163.714537	117.418535	245.573576	56.780798	34.654099
unassigned_transcript_994	L0F63_006537	0	0	0	0	0	0
unassigned_transcript_995	L0F63_006556	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006557-T1_mrna	L0F63_006557	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006558-T1_mrna	L0F63_006558	214.18731	183.334849	167.755717	162.77003	220.920445	193.68378
gnl|WGS:JAKSZP|L0F63_006568-T1_mrna	L0F63_006568	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006575-T1_mrna	L0F63_006575	96.330763	100.704032	25.054292	103.222292	74.169745	79.741464
gnl|WGS:JAKSZP|L0F63_006589-T1_mrna	L0F63_006589	73.863489	0.143593	57.3762	0.385927	67.144632	74.050726
gnl|WGS:JAKSZP|L0F63_006592-T1_mrna	L0F63_006592	1.156354	0	0.784399	0	2.060614	3.586835
gnl|WGS:JAKSZP|L0F63_006638-T1_mrna	L0F63_006638	102.044519	256.845609	30.958803	136.071294	41.374893	65.278215
gnl|WGS:JAKSZP|L0F63_006642-T1_mrna	L0F63_006642	311.336085	4.576211	221.824507	7.119273	434.721599	337.417263
gnl|WGS:JAKSZP|L0F63_006663-T1_mrna	L0F63_006663	172.86686	702.075168	252.80297	414.383001	212.208557	254.235857
unassigned_transcript_996	L0F63_006713	0	0	0	0	0	0
unassigned_transcript_997	L0F63_006721	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006732-T1_mrna	L0F63_006732	38.352963	124.11655	39.856801	91.268355	43.528326	36.43616
gnl|WGS:JAKSZP|L0F63_006868-T1_mrna	L0F63_006868	33.521242	40.680599	0	64.311841	29.906968	29.258235
gnl|WGS:JAKSZP|L0F63_006893-T1_mrna	L0F63_006893	18.146545	0.461982	13.396487	22.010029	38.178051	8.167566
gnl|WGS:JAKSZP|L0F63_006917-T1_mrna	L0F63_006917	90.196728	218.6751	67.405428	472.39635	63.159524	54.404363
gnl|WGS:JAKSZP|L0F63_006950-T1_mrna	L0F63_006950	20.250632	3.325813	20.378241	2.97775	13.796469	4.069247
unassigned_transcript_998	L0F63_006959	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006977-T1_mrna	L0F63_006977	7.600955	12.809568	1.434408	20.419903	6.589175	3.687399
gnl|WGS:JAKSZP|L0F63_006986-T1_mrna	L0F63_006986	524.903275	1318.085875	467.525297	575.528246	646.089687	541.185152
gnl|WGS:JAKSZP|L0F63_007006-T1_mrna	L0F63_007006	3.997041	20.500823	1.365504	22.62517	2.745793	2.186357
gnl|WGS:JAKSZP|L0F63_007036-T1_mrna	L0F63_007036	0	0	0	0	0	0
unassigned_transcript_999	L0F63_007039	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007049-T1_mrna	L0F63_007049	174.753495	77.085094	288.363498	86.07121	153.866545	198.390491
gnl|WGS:JAKSZP|L0F63_007061-T1_mrna	L0F63_007061	45.598688	68.789482	21.776663	86.39997	27.237765	36.663153
unassigned_transcript_1000	L0F63_007079	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007113-T1_mrna	L0F63_007113	567.276466	756.987748	394.006816	1000.672817	519.841188	453.13295
gnl|WGS:JAKSZP|L0F63_007114-T1_mrna	L0F63_007114	0	0	0	0	0	0
unassigned_transcript_1001	L0F63_007119	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007129-T1_mrna	L0F63_007129	64.476024	147.343665	44.65636	103.373322	64.202771	53.103091
gnl|WGS:JAKSZP|L0F63_007133-T1_mrna	L0F63_007133	165.940429	21.545036	171.454748	31.87968	171.199444	128.971727
gnl|WGS:JAKSZP|L0F63_007198-T1_mrna	L0F63_007198	215.864337	239.90985	348.851906	189.461974	287.116825	267.476228
unassigned_transcript_1002	L0F63_007214	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007219-T1_mrna	L0F63_007219	48.954477	50.694495	88.76064	53.817924	54.864686	65.970098
gnl|WGS:JAKSZP|L0F63_007246-T1_mrna	L0F63_007246	13.39853	49.565775	3.975405	65.927459	4.980056	6.540993
gnl|WGS:JAKSZP|L0F63_007251-T1_mrna	L0F63_007251	30.613885	23.971522	18.764055	25.469519	33.505203	32.541167
gnl|WGS:JAKSZP|L0F63_007261-T1_mrna	L0F63_007261	82.842519	56.092447	43.20503	69.920338	67.567806	84.430677
gnl|WGS:JAKSZP|L0F63_007264-T1_mrna	L0F63_007264	110.404723	63.277684	202.863631	48.600363	169.150724	159.883572
gnl|WGS:JAKSZP|L0F63_007276-T1_mrna	L0F63_007276	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007278-T1_mrna	L0F63_007278	44.04591	75.176837	36.3824	73.664752	54.744574	39.923803
gnl|WGS:JAKSZP|L0F63_007286-T1_mrna	L0F63_007286	58.26184	44.56092	45.105572	22.623158	78.047601	73.760994
gnl|WGS:JAKSZP|L0F63_007289-T1_mrna	L0F63_007289	210.792285	73.573202	205.80994	61.112205	449.815258	241.841199
gnl|WGS:JAKSZP|L0F63_007293-T1_mrna	L0F63_007293	7.935664	35.202269	3.295384	34.088636	6.740475	6.450186
unassigned_transcript_1003	L0F63_007330	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007354-T1_mrna	L0F63_007354	60.69998	58.538899	73.500793	64.551932	73.408495	76.167247
gnl|WGS:JAKSZP|L0F63_007394-T1_mrna	L0F63_007394	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007395-T1_mrna	L0F63_007395	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007403-T1_mrna	L0F63_007403	67.693694	111.734573	37.631202	94.171721	51.465464	57.666205
gnl|WGS:JAKSZP|L0F63_007405-T1_mrna	L0F63_007405	52.804602	90.849654	32.501267	66.438474	64.569985	52.07091
gnl|WGS:JAKSZP|L0F63_007410-T1_mrna	L0F63_007410	61.631997	142.006185	35.468945	97.078807	39.504328	41.311874
gnl|WGS:JAKSZP|L0F63_007420-T1_mrna	L0F63_007420	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007434-T1_mrna	L0F63_007434	736.505082	98.610883	1751.694553	90.236611	558.862489	1085.961369
unassigned_transcript_1004	L0F63_007448	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007456-T1_mrna	L0F63_007456	115.682978	176.695355	125.841699	128.029955	136.960388	113.462104
gnl|WGS:JAKSZP|L0F63_007507-T1_mrna	L0F63_007507	1335.816741	706.684023	1179.478598	323.806613	1886.490695	1350.960068
gnl|WGS:JAKSZP|L0F63_007522-T1_mrna	L0F63_007522	64.039796	21.505402	84.522132	25.396548	104.476247	107.032525
unassigned_transcript_1005	L0F63_000022	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000023-T1_mrna	L0F63_000023	0	0	0	0	0	0
unassigned_transcript_1006	L0F63_000057	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000095-T1_mrna	L0F63_000095	35.663365	40.510615	7.194529	45.691259	23.183394	30.515366
gnl|WGS:JAKSZP|L0F63_000096-T1_mrna	L0F63_000096	17.011391	19.153389	8.710148	15.315227	12.032306	21.494992
gnl|WGS:JAKSZP|L0F63_000127-T1_mrna	L0F63_000127	58.512341	194.78407	15.760799	207.125864	31.343237	29.194888
gnl|WGS:JAKSZP|L0F63_000128-T1_mrna	L0F63_000128	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000155-T1_mrna	L0F63_000155	225.535121	410.534841	104.87598	624.968771	116.341443	108.156438
gnl|WGS:JAKSZP|L0F63_000156-T1_mrna	L0F63_000156	32.350794	77.706144	4.408311	69.266703	11.469224	15.756504
gnl|WGS:JAKSZP|L0F63_000157-T1_mrna	L0F63_000157	27.166111	63.649392	5.163031	51.952386	15.481214	11.056445
gnl|WGS:JAKSZP|L0F63_000188-T1_mrna	L0F63_000188	31.654653	47.167187	10.538554	60.754379	13.308858	14.211187
gnl|WGS:JAKSZP|L0F63_000189-T1_mrna	L0F63_000189	25.09827	57.574405	8.801847	42.873679	25.29295	19.374635
gnl|WGS:JAKSZP|L0F63_000190-T1_mrna	L0F63_000190	212.744841	114.536974	160.011101	120.429479	225.045513	217.332044
gnl|WGS:JAKSZP|L0F63_000226-T1_mrna	L0F63_000226	0.272738	86.404897	0.838004	9.925974	0	0
unassigned_transcript_1007	L0F63_000250	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000251-T1_mrna	L0F63_000251	4.354688	111.914058	1.323475	131.690488	2.846149	2.418861
gnl|WGS:JAKSZP|L0F63_000281-T1_mrna	L0F63_000281	145.970518	220.527252	145.816775	245.932977	164.988662	175.575464
gnl|WGS:JAKSZP|L0F63_000282-T1_mrna	L0F63_000282	155.152371	221.232298	116.230781	248.809296	177.205192	194.019663
gnl|WGS:JAKSZP|L0F63_000333-T1_mrna	L0F63_000333	45.041911	80.994865	27.228433	82.650102	59.173181	39.265223
gnl|WGS:JAKSZP|L0F63_000334-T1_mrna	L0F63_000334	42.091742	2.690712	44.19393	12.765931	22.920579	23.873723
unassigned_transcript_1008	L0F63_000363	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000364-T1_mrna	L0F63_000364	0	6.061278	0	0.362195	0	0
gnl|WGS:JAKSZP|L0F63_000365-T1_mrna	L0F63_000365	343.901521	2391.100552	10.795025	3256.154848	40.47298	59.31475
unassigned_transcript_1009	L0F63_000366	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000391-T1_mrna	L0F63_000391	26.838427	39.200843	9.743804	18.318097	25.171313	21.408992
gnl|WGS:JAKSZP|L0F63_000411-T1_mrna	L0F63_000411	26.853655	27.471056	27.533023	24.714004	32.804905	41.683799
gnl|WGS:JAKSZP|L0F63_000412-T1_mrna	L0F63_000412	28.895236	65.047709	21.182551	45.184457	33.475192	26.65675
gnl|WGS:JAKSZP|L0F63_000413-T1_mrna	L0F63_000413	187.67383	244.703463	64.025008	224.382579	126.86269	164.352104
gnl|WGS:JAKSZP|L0F63_000458-T1_mrna	L0F63_000458	0	0	1.066618	0.200291	0	0
gnl|WGS:JAKSZP|L0F63_000479-T1_mrna	L0F63_000479	3.870666	1.42357	3.364442	1.273046	0.988929	3.515407
gnl|WGS:JAKSZP|L0F63_000480-T1_mrna	L0F63_000480	246.418977	45.278275	222.464805	233.193293	232.872043	269.360152
gnl|WGS:JAKSZP|L0F63_000505-T1_mrna	L0F63_000505	53.520613	92.905622	31.54763	64.933733	46.932343	30.52841
unassigned_transcript_1010	L0F63_000506	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000507-T1_mrna	L0F63_000507	32.866099	20.603784	19.38804	23.95219	35.712671	29.50073
gnl|WGS:JAKSZP|L0F63_000508-T1_mrna	L0F63_000508	27.495737	19.486628	16.245989	17.45324	41.503858	23.987374
